Sample_Id	Participant_Id	Host body habitat [UBERON_0000466]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Region of 16S rRNA sequenced [SO_0001000]	Sample type [OBI_0100051]	Sequencing center [OBI_0001891]
1927.SRS019186.SRX020575.SRR047610	700037657 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019231.SRX020525.SRR044523	700037702 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019233.SRX020525.SRR049224	700037704 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019235.SRX020525.SRR044562	700037706 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019237.SRX020525.SRR047444	700037708 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019239.SRX020516.SRR044363	700037710 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS019241.SRX020516.SRR044324	700037712 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS019243.SRX020516.SRR044314	700037714 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS019245.SRX020516.SRR044312	700037716 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS019247.SRX020516.SRR044333	700037718 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS019249.SRX020516.SRR044338	700037720 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS019251.SRX020516.SRR044293	700037722 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS019253.SRX020516.SRR044358	700037724 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS019255.SRX020516.SRR044370	700037726 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS019257.SRX020516.SRR044326	700037728 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS019259.SRX020516.SRR044346	700037730 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019261.SRX020516.SRR044331	700037732 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019263.SRX020516.SRR044369	700037734 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS019267.SRX020516.SRR044360	700037738 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS019288.SRX020572.SRR047598	700037759 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS019292.SRX020572.SRR045973	700037763 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS019294.SRX020572.SRR047585	700037765 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS019296.SRX020572.SRR045950	700037767 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS019298.SRX020572.SRR046005	700037769 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS019300.SRX020572.SRR045965	700037771 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS019308.SRX020575.SRR045829	700037779 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019310.SRX020575.SRR046007	700037781 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019312.SRX020575.SRR045831	700037783 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019314.SRX020575.SRR049632	700037785 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019345.SRX020572.SRR045954	700037816 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS019349.SRX020572.SRR049345	700037820 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS019351.SRX020572.SRR047592	700037822 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS019353.SRX020572.SRR045961	700037824 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS019355.SRX020572.SRR045952	700037826 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS019357.SRX020572.SRR045955	700037828 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS019359.SRX020572.SRR049337	700037830 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS019361.SRX020572.SRR045949	700037832 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019363.SRX020572.SRR046006	700037834 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019365.SRX020575.SRR046019	700037836 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019367.SRX020575.SRR046026	700037838 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019369.SRX020575.SRR045826	700037840 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019371.SRX020575.SRR045830	700037842 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019373.SRX020572.SRR046002	700037844 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS019375.SRX020572.SRR045813	700037846 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS019377.SRX020572.SRR049336	700037848 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS019379.SRX020572.SRR045977	700037850 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS019381.SRX020572.SRR051585	700037852 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS019399.SRX020575.SRR046020	700037870 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019401.SRX020575.SRR045835	700037872 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019403.SRX020575.SRR049339	700037874 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019405.SRX020575.SRR045832	700037876 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019447.SRX020575.SRR045824	700037918 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019449.SRX020575.SRR045828	700037920 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019451.SRX020575.SRR046028	700037922 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019453.SRX020575.SRR047611	700037924 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019498.SRX020575.SRR045838	700037969 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019500.SRX020575.SRR046013	700037971 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019508.SRX020572.SRR049346	700037979 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS019510.SRX020572.SRR045959	700037981 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS019512.SRX020572.SRR046243	700037983 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS019518.SRX020572.SRR045809	700037989 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS019520.SRX020572.SRR045816	700037991 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS019522.SRX020572.SRR046004	700037993 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS019524.SRX020572.SRR045946	700037995 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS019526.SRX020572.SRR045951	700037997 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS019528.SRX020572.SRR049347	700037999 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS019530.SRX020572.SRR047595	700038001 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019532.SRX020572.SRR049344	700038003 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019534.SRX020572.SRR051591	700038005 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS019552.SRX020511.SRR045619	700038023 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019552.SRX020543.SRR045557	700038023 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019552.SRX020574.SRR043864	700038023 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019554.SRX020547.SRR045788	700038025 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019554.SRX020557.SRR046099	700038025 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019554.SRX020574.SRR049827	700038025 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019556.SRX020511.SRR045618	700038027 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019556.SRX020543.SRR047543	700038027 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019556.SRX020574.SRR049821	700038027 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019558.SRX020543.SRR047549	700038029 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019558.SRX020547.SRR049333	700038029 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019558.SRX020557.SRR046069	700038029 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019558.SRX020574.SRR043858	700038029 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019560.SRX020511.SRR045653	700038031 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS019560.SRX020543.SRR045595	700038031 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS019566.SRX020511.SRR045658	700038037 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS019566.SRX020543.SRR045574	700038037 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS019568.SRX020511.SRR047554	700038039 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS019568.SRX020543.SRR045580	700038039 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS019570.SRX020511.SRR045613	700038041 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS019570.SRX020543.SRR047541	700038041 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS019572.SRX020511.SRR045635	700038043 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS019572.SRX020543.SRR045599	700038043 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS019574.SRX020511.SRR045645	700038045 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS019574.SRX020543.SRR045597	700038045 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS019576.SRX020511.SRR045660	700038047 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS019576.SRX020543.SRR045603	700038047 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS019578.SRX020511.SRR045641	700038049 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019578.SRX020543.SRR045555	700038049 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019580.SRX020511.SRR045616	700038051 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019580.SRX020543.SRR045585	700038051 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019582.SRX020511.SRR045623	700038053 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS019582.SRX020543.SRR045562	700038053 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS019625.SRX020575.SRR046014	700038096 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019629.SRX020547.SRR045746	700038100 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019629.SRX020557.SRR046066	700038100 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019675.SRX020574.SRR043876	700038148 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019677.SRX020574.SRR043873	700038150 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019679.SRX020574.SRR049824	700038152 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019681.SRX020574.SRR043867	700038154 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019705.SRX020575.SRR047605	700038179 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019709.SRX020575.SRR045842	700038185 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019757.SRX020577.SRR044074	700038233 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS019761.SRX020577.SRR044062	700038237 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS019763.SRX020577.SRR044022	700038239 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS019765.SRX020577.SRR044068	700038241 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS019767.SRX020577.SRR044052	700038243 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS019769.SRX020577.SRR049847	700038245 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019771.SRX020577.SRR049848	700038247 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019773.SRX020525.SRR044539	700038249 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019775.SRX020525.SRR044554	700038251 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019777.SRX020547.SRR045775	700038253 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019777.SRX020557.SRR046088	700038253 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019779.SRX020525.SRR044535	700038255 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019781.SRX020536.SRR046108	700038257 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS019783.SRX020577.SRR044058	700038259 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS019787.SRX020577.SRR043974	700038263 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS019830.SRX020575.SRR045834	700038306 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019832.SRX020575.SRR047606	700038308 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019880.SRX020525.SRR044521	700038356 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019882.SRX020525.SRR044525	700038358 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS019884.SRX020525.SRR044581	700038360 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019886.SRX020525.SRR044579	700038362 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS019888.SRX020516.SRR044353	700038364 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS019890.SRX020516.SRR044323	700038366 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS019894.SRX020516.SRR044311	700038370 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS019896.SRX020516.SRR044316	700038372 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS019898.SRX020516.SRR044300	700038374 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS019900.SRX020516.SRR044307	700038376 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS019902.SRX020516.SRR047430	700038378 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS019904.SRX020516.SRR044374	700038380 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS019906.SRX020516.SRR047422	700038382 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019908.SRX020516.SRR044299	700038384 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS019910.SRX020516.SRR044347	700038386 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS020119.SRX020676.SRR047844	700095372 (Source)	Colon	Feces	Colon	V1-V3	Stool	BCM
1927.SRS020127.SRX020676.SRR047849	700095380 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	BCM
1927.SRS020131.SRX020676.SRR047853	700095384 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	BCM
1927.SRS020133.SRX020676.SRR047846	700095386 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	BCM
1927.SRS020133.SRX020683.SRR048332	700095386 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	BCM
1927.SRS020135.SRX020676.SRR047845	700095388 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	BCM
1927.SRS020137.SRX020676.SRR047847	700095390 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	BCM
1927.SRS020139.SRX020676.SRR047848	700095392 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	BCM
1927.SRS020141.SRX020676.SRR047852	700095394 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	BCM
1927.SRS020143.SRX020676.SRR047851	700095396 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	BCM
1927.SRS020143.SRX020683.SRR048333	700095396 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	BCM
1927.SRS020145.SRX020676.SRR047850	700095398 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	BCM
1927.SRS020147.SRX020676.SRR047856	700095400 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	BCM
1927.SRS020147.SRX020683.SRR048334	700095400 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	BCM
1927.SRS020149.SRX020676.SRR047858	700095402 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	BCM
1927.SRS020149.SRX020683.SRR048336	700095402 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	BCM
1927.SRS020151.SRX020676.SRR047855	700095404 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	BCM
1927.SRS020153.SRX020676.SRR047857	700095406 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	BCM
1927.SRS020153.SRX020683.SRR048335	700095406 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	BCM
1927.SRS020155.SRX020676.SRR047854	700095408 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	BCM
1927.SRS020176.SRX020676.SRR047859	700095429 (Source)	Colon	Feces	Colon	V1-V3	Stool	BCM
1927.SRS020184.SRX020676.SRR047864	700095437 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	BCM
1927.SRS020188.SRX020676.SRR047868	700095441 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	BCM
1927.SRS020190.SRX020676.SRR047861	700095443 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	BCM
1927.SRS020192.SRX020676.SRR047860	700095445 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	BCM
1927.SRS020194.SRX020676.SRR047862	700095447 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	BCM
1927.SRS020196.SRX020676.SRR047863	700095449 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	BCM
1927.SRS020198.SRX020676.SRR047867	700095451 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	BCM
1927.SRS020202.SRX020676.SRR047865	700095455 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	BCM
1927.SRS020204.SRX020676.SRR047871	700095457 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	BCM
1927.SRS020204.SRX020683.SRR048339	700095457 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	BCM
1927.SRS020206.SRX020676.SRR047873	700095459 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	BCM
1927.SRS020206.SRX020683.SRR048340	700095459 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	BCM
1927.SRS020208.SRX020676.SRR047870	700095461 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	BCM
1927.SRS020208.SRX020683.SRR048338	700095461 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	BCM
1927.SRS020210.SRX020676.SRR047872	700095463 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	BCM
1927.SRS020212.SRX020676.SRR047869	700095465 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	BCM
1927.SRS020212.SRX020683.SRR048337	700095465 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	BCM
1927.SRS020470.SRX022097.SRR057663	700095793 (Source)	Colon	Feces	Colon	V1-V3	Stool	JCVI
1927.SRS020478.SRX022097.SRR057663	700095801 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	JCVI
1927.SRS020482.SRX022097.SRR057663	700095805 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	JCVI
1927.SRS020484.SRX022097.SRR057663	700095807 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	JCVI
1927.SRS020486.SRX022097.SRR057663	700095809 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	JCVI
1927.SRS020488.SRX022097.SRR057663	700095811 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	JCVI
1927.SRS020490.SRX022097.SRR057663	700095813 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	JCVI
1927.SRS020492.SRX022097.SRR057663	700095815 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	JCVI
1927.SRS020494.SRX022097.SRR057663	700095817 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	JCVI
1927.SRS020496.SRX022097.SRR057663	700095819 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	JCVI
1927.SRS020498.SRX022097.SRR057663	700095821 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
1927.SRS020500.SRX022097.SRR057663	700095823 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
1927.SRS020502.SRX022097.SRR057663	700095825 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	JCVI
1927.SRS020584.SRX022097.SRR057663	700095975 (Source)	Colon	Feces	Colon	V1-V3	Stool	JCVI
1927.SRS020592.SRX022097.SRR057663	700095983 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	JCVI
1927.SRS020596.SRX022097.SRR057663	700095987 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	JCVI
1927.SRS020598.SRX022097.SRR057663	700095989 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	JCVI
1927.SRS020600.SRX022097.SRR057663	700095991 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	JCVI
1927.SRS020602.SRX022097.SRR057663	700095993 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	JCVI
1927.SRS020604.SRX022097.SRR057663	700095995 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	JCVI
1927.SRS020606.SRX022097.SRR057663	700095997 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	JCVI
1927.SRS020608.SRX022097.SRR057663	700095999 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	JCVI
1927.SRS020610.SRX022097.SRR057663	700096001 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	JCVI
1927.SRS020612.SRX022097.SRR057663	700096003 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
1927.SRS020614.SRX022097.SRR057663	700096005 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
1927.SRS020616.SRX022097.SRR057663	700096007 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	JCVI
1927.SRS020620.SRX022097.SRR057663	700096011 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	JCVI
1927.SRS020641.SRX022097.SRR057663	700096066 (Source)	Colon	Feces	Colon	V1-V3	Stool	JCVI
1927.SRS020649.SRX022097.SRR057663	700096074 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	JCVI
1927.SRS020653.SRX022097.SRR057663	700096078 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	JCVI
1927.SRS020655.SRX022097.SRR057663	700096080 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	JCVI
1927.SRS020657.SRX022097.SRR057663	700096082 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	JCVI
1927.SRS020659.SRX022097.SRR057663	700096084 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	JCVI
