Sample_Id	Participant_Id	Host body habitat [UBERON_0000466]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Region of 16S rRNA sequenced [SO_0001000]	Sample type [OBI_0100051]	Sequencing center [OBI_0001891]
1928.SRS023577.SRX020197.SRR042796	700099854 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023577.SRX020220.SRR042979	700099854 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023579.SRX019686.SRR041308	700099856 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023579.SRX019699.SRR041985	700099856 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023579.SRX020202.SRR042815	700099856 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023579.SRX020211.SRR042999	700099856 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023581.SRX019686.SRR041249	700099858 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS023605.SRX019683.SRR041010	700099908 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS023605.SRX019694.SRR041858	700099908 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS023605.SRX020358.SRR043294	700099908 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS023605.SRX020363.SRR043227	700099908 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS023613.SRX019683.SRR041046	700099916 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS023613.SRX019694.SRR042016	700099916 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS023617.SRX019635.SRR040579	700099920 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS023617.SRX019636.SRR040772	700099920 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS023619.SRX019683.SRR041122	700099922 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS023619.SRX019694.SRR041820	700099922 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS023621.SRX019683.SRR041180	700099924 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS023621.SRX019694.SRR041959	700099924 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS023623.SRX019683.SRR041091	700099926 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS023623.SRX019694.SRR041799	700099926 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS023625.SRX019683.SRR041013	700099928 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS023625.SRX019694.SRR041855	700099928 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS023627.SRX019689.SRR041474	700099930 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS023629.SRX019683.SRR041003	700099932 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS023629.SRX019694.SRR041921	700099932 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS023631.SRX019683.SRR041085	700099934 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS023631.SRX019694.SRR041718	700099934 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS023633.SRX019635.SRR040595	700099936 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023633.SRX019636.SRR040761	700099936 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023635.SRX019635.SRR040633	700099938 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023635.SRX019636.SRR040641	700099938 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023637.SRX019689.SRR041407	700099940 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023637.SRX020197.SRR042796	700099940 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023637.SRX020210.SRR043060	700099940 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023639.SRX019689.SRR041446	700099942 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023641.SRX019635.SRR040598	700099944 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS023641.SRX019636.SRR040745	700099944 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS023643.SRX019635.SRR040623	700099946 (Source)	Vagina	Mucus	Vaginal introitus	V5-V3	Mucus	BI
1928.SRS023643.SRX019636.SRR040792	700099946 (Source)	Vagina	Mucus	Vaginal introitus	V5-V3	Mucus	BI
1928.SRS023645.SRX019635.SRR040614	700099948 (Source)	Vagina	Mucus	Central vagina	V5-V3	Mucus	BI
1928.SRS023645.SRX019636.SRR040647	700099948 (Source)	Vagina	Mucus	Central vagina	V5-V3	Mucus	BI
1928.SRS023647.SRX019635.SRR040611	700099950 (Source)	Vagina	Mucus	Posterior fornix of vagina	V5-V3	Mucus	BI
1928.SRS023647.SRX019636.SRR040680	700099950 (Source)	Vagina	Mucus	Posterior fornix of vagina	V5-V3	Mucus	BI
1928.SRS023671.SRX022223.SRR058086	700099978 (Source)	Colon	Feces	Colon	V5-V3	Stool	JCVI
1928.SRS023679.SRX022223.SRR058086	700099986 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	JCVI
1928.SRS023683.SRX022223.SRR058086	700099990 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	JCVI
1928.SRS023685.SRX022223.SRR058086	700099992 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	JCVI
1928.SRS023687.SRX022223.SRR058086	700099994 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	JCVI
1928.SRS023689.SRX022223.SRR058086	700099996 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	JCVI
1928.SRS023691.SRX022223.SRR058086	700099998 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	JCVI
1928.SRS023693.SRX022223.SRR058086	700100000 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	JCVI
1928.SRS023695.SRX022223.SRR058086	700100002 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS023697.SRX022223.SRR058086	700100004 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS023699.SRX022223.SRR058086	700100006 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS023701.SRX022223.SRR058086	700100008 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS023701.SRX022237.SRR058114	700100008 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS023703.SRX022223.SRR058086	700100010 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	JCVI
1928.SRS023707.SRX022223.SRR058086	700100014 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	JCVI
1928.SRS023709.SRX022223.SRR058086	700100016 (Source)	Vagina	Mucus	Vaginal introitus	V5-V3	Mucus	JCVI
1928.SRS023711.SRX022223.SRR058086	700100018 (Source)	Vagina	Mucus	Central vagina	V5-V3	Mucus	JCVI
1928.SRS023713.SRX022223.SRR058086	700100020 (Source)	Vagina	Mucus	Posterior fornix of vagina	V5-V3	Mucus	JCVI
1928.SRS023734.SRX019681.SRR040976	700100041 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS023742.SRX019681.SRR040902	700100049 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS023742.SRX020198.SRR042985	700100049 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS023746.SRX019681.SRR040998	700100053 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS023748.SRX019681.SRR040897	700100055 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS023750.SRX019681.SRR040993	700100057 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS023752.SRX019681.SRR041000	700100059 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS023756.SRX019681.SRR040917	700100063 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS023758.SRX019681.SRR040879	700100065 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS023760.SRX019681.SRR040971	700100067 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS023762.SRX019681.SRR040987	700100069 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023762.SRX020198.SRR042797	700100069 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023764.SRX019681.SRR040941	700100071 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023764.SRX020198.SRR042848	700100071 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023766.SRX019681.SRR040854	700100073 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023766.SRX020198.SRR042827	700100073 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023768.SRX019681.SRR040896	700100075 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023768.SRX020198.SRR042924	700100075 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023770.SRX019681.SRR040959	700100077 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS023770.SRX020198.SRR043039	700100077 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS023791.SRX022223.SRR058086	700100184 (Source)	Colon	Feces	Colon	V5-V3	Stool	JCVI
1928.SRS023799.SRX021470.SRR052699	700100192 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	JCVI
1928.SRS023803.SRX021470.SRR052699	700100197 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	JCVI
1928.SRS023805.SRX022223.SRR058086	700100199 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	JCVI
1928.SRS023805.SRX022229.SRR058092	700100199 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	JCVI
1928.SRS023807.SRX022223.SRR058086	700100201 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	JCVI
1928.SRS023809.SRX022223.SRR058086	700100203 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	JCVI
1928.SRS023811.SRX022223.SRR058086	700100205 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	JCVI
1928.SRS023813.SRX021470.SRR052699	700100207 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	JCVI
1928.SRS023815.SRX021470.SRR052699	700100209 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS023815.SRX022237.SRR058114	700100209 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS023817.SRX021470.SRR052699	700100211 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS023819.SRX021470.SRR052699	700100213 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS023821.SRX021470.SRR052699	700100215 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS023827.SRX021470.SRR052699	700100221 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	JCVI
1928.SRS023851.SRX020680.SRR048207	700100249 (Source)	Colon	Feces	Colon	V3-V5	Stool	BCM
1928.SRS023859.SRX020681.SRR048212	700100257 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	BCM
1928.SRS023859.SRX020683.SRR048388	700100257 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	BCM
1928.SRS023863.SRX020681.SRR048216	700100261 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	BCM
1928.SRS023865.SRX020680.SRR048209	700100263 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	BCM
1928.SRS023867.SRX020680.SRR048208	700100265 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	BCM
1928.SRS023869.SRX020680.SRR048210	700100267 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	BCM
1928.SRS023871.SRX020680.SRR048211	700100269 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	BCM
1928.SRS023873.SRX020681.SRR048215	700100271 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	BCM
1928.SRS023875.SRX020681.SRR048214	700100273 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	BCM
1928.SRS023877.SRX020681.SRR048213	700100275 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	BCM
1928.SRS023877.SRX020683.SRR048389	700100275 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	BCM
1928.SRS023879.SRX020681.SRR048218	700100277 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	BCM
1928.SRS023881.SRX020681.SRR048219	700100279 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	BCM
1928.SRS023887.SRX020681.SRR048217	700100285 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	BCM
1928.SRS023887.SRX020683.SRR048390	700100285 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	BCM
1928.SRS023889.SRX020681.SRR048222	700100287 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	BCM
1928.SRS023891.SRX020681.SRR048220	700100289 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	BCM
1928.SRS023893.SRX020681.SRR048221	700100291 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	BCM
1928.SRS023893.SRX020683.SRR048391	700100291 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	BCM
1928.SRS023914.SRX019690.SRR041629	700100312 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS023922.SRX019690.SRR041645	700100320 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS023922.SRX020218.SRR043057	700100320 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS023926.SRX019690.SRR041633	700100324 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS023928.SRX019690.SRR041559	700100326 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS023930.SRX019690.SRR041653	700100328 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS023932.SRX019690.SRR041541	700100330 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS023934.SRX019690.SRR041570	700100332 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS023936.SRX019690.SRR041555	700100334 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS023938.SRX019690.SRR041514	700100336 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS023940.SRX019690.SRR041533	700100338 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS023942.SRX019690.SRR041509	700100340 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023942.SRX019698.SRR041951	700100340 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023942.SRX020202.SRR042815	700100340 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023942.SRX020204.SRR042820	700100340 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023944.SRX019690.SRR041638	700100342 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023948.SRX019690.SRR042941	700100346 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023948.SRX020197.SRR042796	700100346 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023948.SRX020219.SRR042967	700100346 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS023950.SRX019690.SRR041516	700100348 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS023950.SRX020218.SRR042961	700100348 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS023971.SRX019681.SRR040944	700100432 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS023979.SRX019681.SRR040906	700100440 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS023983.SRX019681.SRR040939	700100444 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS023985.SRX019681.SRR040843	700100446 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS023987.SRX019681.SRR040912	700100448 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS023989.SRX019681.SRR040890	700100450 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS023991.SRX019681.SRR040940	700100452 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS023993.SRX019681.SRR040965	700100454 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS023995.SRX019681.SRR040907	700100456 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS023997.SRX019681.SRR040933	700100458 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS023999.SRX019681.SRR040915	700100460 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS023999.SRX020198.SRR042859	700100460 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS024001.SRX019681.SRR040916	700100462 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS024003.SRX019681.SRR042804	700100464 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS024003.SRX020370.SRR043243	700100464 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS024003.SRX020373.SRR043287	700100464 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS024005.SRX019689.SRR041417	700100466 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS024007.SRX019681.SRR040973	700100468 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS024007.SRX020198.SRR042887	700100468 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS024028.SRX019690.SRR041584	700100490 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS024036.SRX019690.SRR041573	700100498 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS024040.SRX019681.SRR040863	700100502 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS024042.SRX019681.SRR040844	700100504 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS024042.SRX020198.SRR042957	700100504 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS024044.SRX019681.SRR040960	700100506 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS024046.SRX019681.SRR040938	700100508 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS024048.SRX019681.SRR040887	700100510 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS024050.SRX019681.SRR040845	700100512 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS024052.SRX019681.SRR040930	700100514 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS024054.SRX019681.SRR040882	700100516 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS024056.SRX019681.SRR042816	700100518 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS024056.SRX020197.SRR042796	700100518 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS024056.SRX020206.SRR043027	700100518 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS024058.SRX019681.SRR040860	700100520 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS024058.SRX020198.SRR043040	700100520 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS024062.SRX019681.SRR040967	700100524 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS024062.SRX020197.SRR042796	700100524 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS024062.SRX020206.SRR042888	700100524 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS024064.SRX019681.SRR040877	700100526 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS024064.SRX020198.SRR042935	700100526 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS024069.SRX019681.SRR040961	700100534 (Source)	Vagina	Mucus	Vaginal introitus	V5-V3	Mucus	BI
1928.SRS024071.SRX019681.SRR040950	700100536 (Source)	Vagina	Mucus	Central vagina	V5-V3	Mucus	BI
1928.SRS024071.SRX020198.SRR042903	700100536 (Source)	Vagina	Mucus	Central vagina	V5-V3	Mucus	BI
1928.SRS024073.SRX019681.SRR040889	700100538 (Source)	Vagina	Mucus	Posterior fornix of vagina	V5-V3	Mucus	BI
1928.SRS024094.SRX019686.SRR041232	700100559 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS024102.SRX019686.SRR041242	700100567 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS024106.SRX019686.SRR041328	700100571 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS024108.SRX019686.SRR041209	700100573 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS024108.SRX019699.SRR041881	700100573 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS024108.SRX020202.SRR042815	700100573 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS024108.SRX020211.SRR042867	700100573 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS024110.SRX019686.SRR041324	700100575 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS024112.SRX019686.SRR041295	700100577 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS024114.SRX019686.SRR041245	700100579 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS024116.SRX019686.SRR041237	700100581 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS024118.SRX019686.SRR041272	700100583 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS024120.SRX019686.SRR041199	700100585 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS024122.SRX019686.SRR041211	700100587 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS024124.SRX019686.SRR041263	700100589 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS024126.SRX019689.SRR041470	700100591 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS024128.SRX019699.SRR043058	700100593 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS024128.SRX020202.SRR042815	700100593 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS024128.SRX020211.SRR042978	700100593 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS024130.SRX019686.SRR041303	700100595 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS024130.SRX020194.SRR042792	700100595 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS024151.SRX019683.SRR041187	700100619 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS024151.SRX019694.SRR041787	700100619 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS024159.SRX019683.SRR041138	700100627 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS024159.SRX019694.SRR041869	700100627 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS024163.SRX019635.SRR040679	700100631 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS024163.SRX019636.SRR040726	700100631 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS024165.SRX019683.SRR041157	700100633 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS024165.SRX019694.SRR042022	700100633 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS024167.SRX019683.SRR041067	700100635 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS024167.SRX019694.SRR041752	700100635 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS024169.SRX019683.SRR041155	700100637 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS024169.SRX019694.SRR041920	700100637 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS024169.SRX020197.SRR042796	700100637 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS024169.SRX020209.SRR043055	700100637 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS024171.SRX019683.SRR042944	700100639 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS024171.SRX019694.SRR043008	700100639 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS024171.SRX020358.SRR043290	700100639 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS024171.SRX020363.SRR043246	700100639 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS024173.SRX019635.SRR040654	700100641 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS024173.SRX019636.SRR040636	700100641 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
